,index,merchant_id,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate,date,sales,merchant_name
842,842,5d413afa0ff7f947c0e21025,1,100,100.0,4.211,878.0,14.0,97.0,86.0,86.0,44.0,,,2020-01-25,4335,weirdbeauty
843,843,596d9a4937635d7622a6c7f6,1,100,100.0,4.212,1290.0,8.0,7.0,-14.0,-14.0,111.0,,,2020-08-13,8676,xiaoxia0914
844,844,5adef67640626a4b409b8e94,1,100,100.0,4.213,5106.0,5.92,9.0,35.0,35.0,17.0,,,2020-05-24,4299,zhenhaogouwuche
845,845,5b13817f0128754174259044,1,100,100.0,4.213,2399.0,3.93,24.0,84.0,84.0,57.0,,,2020-08-06,7665,xiuzhenfashion
846,846,5925555b2cd9447854443c41,1,100,100.0,4.223,29977.0,49.0,42.0,-16.0,-16.0,6.0,,,2021-08-24,5673,yanfenglivingmuseum
847,847,58d12c00b9d9d6505a44c4e6,1,100,100.0,4.227,1465.0,18.0,47.0,62.0,62.0,34.0,,,2020-08-30,7661,liuxixi
848,848,5860cbf734de6c4d4803523d,1,100,100.0,4.227,7740.0,12.0,102.0,89.0,89.0,75.0,,,2020-06-13,9490,mestore
849,849,5953816a9579d81e5edcc3d7,1,100,100.0,4.228,7328.0,14.0,92.0,85.0,85.0,25.0,,,2020-05-27,519,iwannachange
850,850,59815a929fbc512d72137ba5,1,100,100.0,4.228,2228.0,9.0,46.0,81.0,81.0,7.0,,,2021-04-26,2521,zhaoyunyun
851,851,59802a908ee78d7ec44d192a,1,100,100.0,4.232,14664.0,8.0,85.0,91.0,91.0,19.0,,,2021-05-05,1097,crystalhousee
852,852,58d3cd3b773e9257cc5b990a,1,100,100.0,4.232,4501.0,3.87,15.0,75.0,75.0,43.0,,,2021-03-30,4711,kprusoian
853,853,5a129c6aeea5c546c8b8e2f8,1,100,100.0,4.234,487.0,19.0,17.0,-11.0,-11.0,61.0,,,2020-07-11,6696,wuruisky
854,854,5a409cf87b584e7951b2e25f,1,100,100.0,4.236,7023.0,7.0,6.0,-16.0,-16.0,14.0,,,2021-09-27,1285,aishoppingmall
855,855,5d55f05833f0b43dceb58a50,1,100,100.0,4.238,63.0,8.0,22.0,64.0,64.0,10.0,,,2020-01-30,928,buildingdreamyan
856,856,5aa5d06da6bf7a7f7285bc0e,1,100,100.0,4.24,3769.0,9.0,8.0,-12.0,-12.0,23.0,,,2020-09-10,3964,rmslkfgylove
857,857,58e4a53ce070a80f9180685a,1,100,100.0,4.243,8888.0,3.65,9.0,60.0,60.0,8.0,,,2020-07-10,9797,liulianbag
858,858,58d10bee24f9f96bdbe80fb6,1,100,100.0,4.244,4758.0,12.0,100.0,88.0,88.0,40.0,1.0,100.0,2021-02-16,2686,onestores
859,859,5d3d0c2c4b4fdb2f38b5e54d,1,100,100.0,4.245,1309.0,2.79,13.0,79.0,79.0,2.0,,,2020-04-28,2430,beautydesigner
860,860,5d58d3b433f0b4349bbe941f,1,100,100.0,4.247,299.0,11.0,10.0,-10.0,-10.0,3.0,,,2021-07-18,9633,happinessmakerczycl
861,861,5c077d9e80508524a1cb3315,1,100,100.0,4.248,7218.0,2.69,3.0,11.0,11.0,1.0,,,2020-08-13,5635,zhoukely
862,862,590189980094b829518713b8,1,100,100.0,4.264,16994.0,11.0,10.0,-10.0,-10.0,51.0,,,2020-03-06,1143,chinesestyle_gq
863,863,5dbd7b090140ee044252ed12,1,100,100.0,4.264,855.0,7.0,6.0,-16.0,-16.0,11.0,,,2021-12-30,4537,anhonortoserve
864,864,567eb3a5d8a1043c0ab70707,1,100,100.0,4.272,1088.0,16.0,76.0,79.0,79.0,38.0,,,2021-09-09,1811,aa321707
865,865,577a1c0517c3e2747a5a4659,1,100,100.0,4.274,8950.0,18.0,76.0,77.0,77.0,120.0,1.0,100.0,2021-08-14,5838,lonly
866,866,56da85f4df108f268b4a6618,1,100,100.0,4.276,8443.0,4.66,11.0,58.0,58.0,24.0,,,2021-11-09,4493,ifyou521
867,867,554b7fc033c1d7162b690160,1,100,100.0,4.278,12745.0,8.0,7.0,-14.0,-14.0,139.0,,,2020-07-22,9235,shenzhenjnhcoltd
868,868,5e0b55766a4343d3823c7215,1,100,100.0,4.283,120.0,11.0,10.0,-10.0,-10.0,8.0,1.0,100.0,2021-08-11,7795,hgcxdcxcc
869,869,598429c3947e4119b7bec1c0,1,100,100.0,4.288,29265.0,14.0,84.0,84.0,84.0,103.0,,,2021-03-27,53,szshi886wei
870,870,5b083a8b7e43f23f2e16cbd6,1,100,100.0,4.29,3190.0,9.0,17.0,48.0,48.0,92.0,,,2021-12-24,4400,wakeupchildhoodmemories
871,871,5673acd9c1a80060fb201026,1,100,100.0,4.299,3028.0,5.65,26.0,79.0,79.0,33.0,,,2021-12-03,2899,qb_fashion
872,872,5650100887aaa61273717ce0,1,100,100.0,4.311,19632.0,16.0,50.0,68.0,68.0,46.0,,,2021-07-05,8194,ningboyingshiguojimaoyiyouxiangongsi
873,873,580595bda46fa31f93d83357,1,100,100.0,4.325,1151.0,11.0,10.0,-10.0,-10.0,28.0,,,2020-08-11,9541,happybest
874,874,582c712cae088637843348a5,1,100,100.0,4.337,34975.0,9.0,8.0,-12.0,-12.0,27.0,,,2020-07-10,7420,arthumcco
875,875,587dd9a883eee74e06b30974,1,100,100.0,4.337,7012.0,8.0,7.0,-14.0,-14.0,14.0,,,2020-05-31,2493,mycroft
876,876,53bd3edad911396c5b3fb0aa,1,100,100.0,4.341,1972.0,5.85,43.0,87.0,87.0,45.0,,,2020-02-13,1779,ouyangli
877,877,5b71353ec8cfda2270406795,1,100,100.0,4.343,3038.0,7.0,6.0,-16.0,-16.0,57.0,1.0,100.0,2021-10-08,2476,sanshutradecoltd
878,878,5ec3b16fedb2cda500b96542,1,100,100.0,4.365,96.0,5.86,5.0,-17.0,-17.0,76.0,,,2020-10-27,4836,fanxiaoying9470
879,879,58501ac7b9e3474c9f4b2afd,1,100,100.0,4.365,10917.0,3.69,40.0,91.0,91.0,59.0,1.0,100.0,2020-05-06,3403,wuewi
880,880,5778fd153a698c5c2d845ed9,1,100,100.0,4.366,6121.0,11.0,42.0,74.0,74.0,55.0,1.0,100.0,2021-02-18,4519,冰河小店
881,881,5742c706d75bc459506b80f1,1,100,100.0,4.431,105684.0,7.0,6.0,-16.0,-16.0,23.0,,,2021-10-09,987,spaklestar
882,882,57773e8e7f1b5074ad85dd89,1,100,100.0,4.438,54773.0,2.66,9.0,71.0,71.0,1.0,,,2020-08-28,6801,lifestage
883,883,5d513ddf1d9a8e239c347192,1,100,100.0,4.444,36.0,5.75,16.0,65.0,65.0,27.0,1.0,100.0,2021-06-23,5388,jhjuhao
884,884,5848298b68eb84699231b1f2,1,100,100.0,4.456,10622.0,1.76,2.0,12.0,12.0,35.0,,,2020-04-23,4212,wenjd_415
885,885,5915c592fc9cce7eb7312bd4,1,100,100.0,4.463,3682.0,13.0,26.0,50.0,50.0,113.0,,,2021-05-14,1627,yinghongstore
886,886,55837e8030c8403f7c8044b9,1,100,100.0,4.487,2805.0,5.0,9.0,45.0,45.0,6.0,,,2020-11-17,4805,haoduoyichinamadequality
887,887,5b07dc937752c81ecb291b66,1,100,100.0,4.522,343.0,3.73,17.0,79.0,79.0,27.0,,,2021-07-06,5576,unlimitedretaliation
888,888,559f372b577ce1196ef7f66c,1,100,100.0,4.578,1032.0,8.0,47.0,83.0,83.0,110.0,,,2020-05-22,3262,shenzhendcrtechnologycoltd
889,889,5dab9ece69ce753090f6735c,1,100,100.0,5.0,0.0,7.0,6.0,-16.0,-16.0,0.0,,,2021-03-28,2581,tutishop
890,890,5d5a520c560eca48d7f140eb,2,100,50.0,3.516,254.0,4.0,4.0,0.0,0.0,1.0,1.0,50.0,2020-12-10,3597,laibingozhiwei
891,891,5e6771b33cce5a8dd4f6fd3c,2,100,50.0,3.75,4.0,5.0,5.0,0.0,0.0,1.0,1.0,50.0,2021-06-23,6521,chaoyang_yangjianfa
892,892,5b0fa1b72c3c1d2abb34f1a4,2,100,50.0,3.792,519.0,8.0,7.0,-14.0,-14.0,6.0,1.0,50.0,2021-10-31,3680,xiakeliuxingfushi
893,893,58d8e8ebd929c652b9c04c05,2,100,50.0,3.88,3730.0,3.76,7.0,47.0,47.0,8.0,,,2021-04-21,270,lixiangbo1515
894,894,5e748f2484068a0289ab6f9f,2,100,50.0,3.923,26.0,20.0,17.0,-17.0,-17.0,12.0,1.0,50.0,2020-11-02,3058,wanghaoshop
895,895,5e686e632fb13f0b010b6cd0,2,100,50.0,4.175,57.0,12.0,85.0,86.0,86.0,4.0,1.0,50.0,2020-08-29,5978,mawenru646
896,896,5a14dbb27dee4a2da907bddb,2,100,50.0,4.458,537.0,9.0,34.0,74.0,74.0,5.0,1.0,50.0,2020-11-06,3458,mannika
897,897,5e5cb2f077179e1ac07004a2,2,60,30.0,3.885,52.0,12.0,14.0,15.0,15.0,4.0,,,2021-09-24,3852,fengguijieshop
898,898,5e4f330366b9710ecfaff138,1,50,50.0,3.464,28.0,12.0,11.0,-9.0,-9.0,7.0,,,2020-07-20,8835,wandonqiushuai
899,899,5e4b6a0c57cc9b0b53e499a4,1,50,50.0,3.667,9.0,5.0,38.0,87.0,87.0,2.0,,,2020-11-04,1926,zufanqiudinli
900,900,5e75cce27477a26d336a6c07,1,50,50.0,3.676,34.0,15.0,13.0,-15.0,-15.0,10.0,,,2020-01-04,4985,zhuhongyushop
901,901,5e732ba4dc0ec3709851e0f7,1,50,50.0,3.714,21.0,11.0,85.0,88.0,88.0,7.0,1.0,100.0,2021-11-16,2531,zhanghongxue
902,902,5eb91502c48732293d0a8e08,1,50,50.0,3.722,144.0,6.0,6.0,0.0,0.0,15.0,,,2020-10-16,4895,linsongda
903,903,5d8c291ca1309429e32bb247,1,50,50.0,3.774,62.0,9.0,8.0,-12.0,-12.0,2.0,,,2021-01-25,848,uei635w
904,904,5abf82da22fad76f8c13b113,1,50,50.0,3.84,2647.0,12.0,11.0,-9.0,-9.0,17.0,,,2020-01-25,3205,puzhengxing
905,905,58008d25047bed1ad1940bff,1,50,50.0,3.861,4098.0,3.86,6.0,36.0,36.0,6.0,,,2021-05-04,4560,zalarainbowsstore
906,906,5e6a5f041511dc46c06eac19,1,50,50.0,3.872,47.0,8.0,56.0,86.0,86.0,6.0,1.0,100.0,2020-09-28,4827,ginawilliamson
907,907,5aa24c9a22fad77bdfe2578b,1,50,50.0,3.937,399.0,27.0,23.0,-17.0,-17.0,12.0,,,2021-05-16,970,jqhainabaichuan
908,908,5d9163dcbffbb14190a52df7,1,50,50.0,3.98,249.0,8.0,7.0,-14.0,-14.0,7.0,,,2021-10-30,3898,xinemengbianli
909,909,597ff85721064f2607e253e9,1,50,50.0,4.01,401.0,25.0,38.0,35.0,35.0,6.0,,,2021-09-17,374,beaufullife2017
910,910,58db59f4e40cc66d2bda1bc0,1,50,50.0,4.094,14358.0,13.0,11.0,-18.0,-18.0,12.0,,,2020-10-09,262,welline
911,911,575ab2de20c8d15cb59e5ee0,1,50,50.0,4.12,8397.0,9.0,33.0,73.0,73.0,4.0,,,2020-11-17,2240,seraih
912,912,586378e04b60fe69e3335c5f,1,50,50.0,4.128,2283.0,8.0,7.0,-14.0,-14.0,8.0,,,2020-06-08,5885,happyhoststore
913,913,578caf669035dc557db297c0,1,50,50.0,4.16,19281.0,8.0,7.0,-14.0,-14.0,6.0,1.0,100.0,2021-10-10,2528,vactorybuy
914,914,5e50b3e818034a49f8aeecdf,1,50,50.0,4.17,47.0,1.0,8.0,88.0,88.0,4.0,,,2021-10-09,2704,baixuea
915,915,578aeb7316b2891a3a226c21,1,50,50.0,4.323,5508.0,16.0,14.0,-14.0,-14.0,18.0,,,2020-02-14,1925,mjbagsoutlet
916,916,533e35e334067e3f0e7b05c5,1,50,50.0,4.385,71919.0,12.0,17.0,30.0,30.0,18.0,1.0,100.0,2021-01-05,4455,joystore
917,917,58bd1048662f70531f3962df,1,50,50.0,4.434,3063.0,16.0,14.0,-14.0,-14.0,2.0,,,2021-09-09,2761,hqmall
918,918,5e61c817039ce2184a0ed392,3,30,10.0,3.548,31.0,16.0,14.0,-14.0,-14.0,3.0,1.0,33.0,2021-11-28,4794,qiaopiaduxiu
919,919,5e71bc2ff2bef60050bd3a86,3,30,10.0,3.915,47.0,11.0,168.0,94.0,94.0,3.0,1.0,33.0,2021-06-28,7394,wanguanqiuxi
920,920,5d3aa36072b0c915fe6b8fbd,3,24,8.0,3.917,626.0,8.0,68.0,89.0,89.0,0.0,1.0,33.0,2021-01-26,644,lucky726
921,921,5e2ecb9deed5087a7ba2f5f7,2,20,10.0,3.609,46.0,7.0,17.0,59.0,59.0,2.0,,,2020-07-10,9862,10daysdelivery
922,922,5e54d1d9e0d90e6488de48c2,2,20,10.0,3.667,42.0,2.0,2.0,0.0,0.0,5.0,1.0,50.0,2021-10-30,1973,failaimitoys
923,923,5d676dae88a10253b1781da6,2,20,10.0,3.691,291.0,9.0,10.0,10.0,10.0,0.0,1.0,50.0,2021-08-22,9627,pedeska
924,924,5e606b6e29e7867135073fbe,2,20,10.0,3.692,13.0,2.67,67.0,97.0,97.0,0.0,1.0,50.0,2021-11-25,4187,hehaiyan
925,925,5a3231f2e62bbc45b0bda1dd,2,20,10.0,3.837,129.0,5.0,5.0,0.0,0.0,0.0,1.0,50.0,2021-03-11,1189,renpingping
926,926,5d48eef4b5144c50c2ac0af3,2,20,10.0,3.859,397.0,7.0,68.0,90.0,90.0,2.0,1.0,50.0,2020-05-22,229,wenj498
927,927,5e63469b2fdc774466e15dd5,1,10,10.0,2.333,3.0,5.75,5.0,-15.0,-15.0,0.0,,,2021-09-28,1699,liyang163
928,928,5e4b9c3801ba9d210036fc5a,1,10,10.0,3.508,65.0,3.92,9.0,57.0,57.0,1.0,,,2021-08-03,7651,zhoulinglinga
929,929,5df1cd2ecce7510b506fdba5,1,10,10.0,3.625,8.0,8.0,17.0,53.0,53.0,0.0,1.0,100.0,2020-09-20,933,wenqiaoyouuoo
930,930,5a9d135128a2b361c3491a1e,1,10,10.0,3.76,1531.0,7.0,22.0,69.0,69.0,4.0,,,2020-05-26,168,dexiaojiapin
931,931,5e4f81dc968c88593150e98e,1,10,10.0,3.778,72.0,3.7,9.0,59.0,59.0,4.0,1.0,100.0,2021-01-14,3972,supumawallsticker
932,932,58c214fd95dc43508c12899c,1,10,10.0,3.81,4485.0,7.0,7.0,0.0,0.0,11.0,1.0,100.0,2020-11-06,4939,mermaidpainting
933,933,58d64937794a2b6db2f0394e,1,10,10.0,3.873,528.0,11.0,70.0,85.0,85.0,2.0,,,2021-09-29,4244,elisa2
934,934,5af917558699ce1103dd6010,1,10,10.0,3.875,514.0,14.0,12.0,-16.0,-16.0,2.0,1.0,100.0,2020-11-29,4363,happydags
935,935,59538ae253ebe2397fc85777,1,10,10.0,3.959,5123.0,6.0,6.0,0.0,0.0,4.0,,,2021-03-13,1517,guojinghao
936,936,5d53751b40defd6833e480ad,1,10,10.0,4.008,238.0,12.0,67.0,83.0,83.0,3.0,,,2020-10-03,4885,eirufjl
937,937,5d5008cb1d9a8e750032d31b,1,10,10.0,4.015,676.0,16.0,25.0,36.0,36.0,4.0,,,2021-03-04,2691,lihengchen
938,938,5aae608bdb5f1f42a93eaaed,1,10,10.0,4.021,331.0,15.0,13.0,-15.0,-15.0,4.0,,,2021-06-04,7930,zengdaitao
939,939,57c4dd2ce2a1b61c74c4265a,1,10,10.0,4.037,28798.0,5.65,33.0,83.0,83.0,0.0,1.0,100.0,2021-09-16,4071,zios
940,940,5466f5ea1280fa5c9c7ba98e,1,10,10.0,4.042,3694.0,7.0,66.0,90.0,90.0,0.0,,,2020-01-22,2012,hangzhoulangweiclothescoltd
941,941,5de71b384c9c820a00c16efa,1,10,10.0,4.062,193.0,7.0,7.0,0.0,0.0,0.0,,,2020-02-11,1574,jinveiskyqiong
942,942,592955ef980a346d826f7bfc,1,10,10.0,4.17,1496.0,8.0,33.0,76.0,76.0,0.0,,,2020-06-09,7802,wslcwm
943,943,569f3031b3d90139e3c5a407,1,10,10.0,4.173,9217.0,14.0,12.0,-16.0,-16.0,1.0,,,2021-01-19,599,velocitee
944,944,5d594543cf65033850311c11,1,10,10.0,4.2,60.0,3.71,5.0,26.0,26.0,1.0,,,2021-06-05,6324,zhouzhilong
945,945,56025ed8293a5b2d24779bde,1,10,10.0,4.295,22621.0,11.0,30.0,64.0,64.0,0.0,1.0,100.0,2020-08-09,7844,yiwushiaohangdianzishangwuyouxiangongsi
946,946,538f4f18ab980a5167a1d722,1,10,10.0,4.326,173992.0,8.0,7.0,-14.0,-14.0,2.0,,,2021-09-20,500,kokoyesinternationalgroup
947,947,56de96c70f2a81169f14fcde,1,10,10.0,4.466,1442.0,16.0,14.0,-14.0,-14.0,0.0,,,2020-04-10,4054,shoes4u
948,948,574d559cb06e205d099d9107,1,10,10.0,4.501,2038.0,18.0,59.0,70.0,70.0,6.0,,,2021-10-19,4293,beautifulangelfashionstore
949,949,5db248327c0d0800c24fc084,1,10,10.0,4.513,160.0,5.68,5.0,-13.0,-13.0,2.0,,,2020-04-21,1697,langsengy
950,950,54365c349719cd57af2b449b,1,8,8.0,3.949,53225.0,7.0,31.0,78.0,78.0,0.0,,,2021-02-16,3710,langweigarmentstradingcoltd
951,951,581c54c4dd99164b808ca531,1,7,7.0,4.249,6348.0,8.0,55.0,86.0,86.0,1.0,,,2020-07-31,6116,chaoyang
952,952,564d8f2f3a698c01d97fbb81,1,3,3.0,3.991,11378.0,4.81,30.0,84.0,84.0,0.0,,,2021-01-16,3997,choicstore
953,953,567bad8582c35f28103e5813,1,2,2.0,3.999,21307.0,11.0,10.0,-10.0,-10.0,1.0,,,2020-01-24,2174,guangzhoufashiongirlcoltd
954,954,5b24edf0d1c360301099e9c6,1,2,2.0,4.303,693.0,16.0,16.0,0.0,0.0,0.0,,,2021-11-26,2768,xiaoguiling
955,955,5d417e7070327a2743021677,1,1,1.0,3.598,378.0,2.72,9.0,70.0,70.0,0.0,,,2020-05-23,3640,kyiswen
956,956,5add589edb5f1f32114d07df,1,1,1.0,3.956,1134.0,14.0,14.0,0.0,0.0,0.0,,,2020-08-14,6089,gaomeigui
957,957,5d4b8931933fb13f8a1fe232,1,1,1.0,4.007,1380.0,11.0,30.0,64.0,64.0,0.0,,,2021-02-14,821,caogao
